make,model,price,fuel,year,kms,power,doors,shift,is_professional,province
FORD,Mondeo,500,Diésel,2001.0,300000,,5,Manual,False,Barcelona
RENAULT,Mégane,19400,Gasolina,2020.0,1,140.0,5,Manual,True,Granada
MERCEDES-BENZ,CLA,67900,Gasolina,2020.0,2900,422.0,4,Automático,True,Valencia
RENAULT,Mégane,1990,Diésel,2004.0,220000,120.0,4,Manual,True,Lleida
VOLKSWAGEN,Golf,26900,Gasolina,2017.0,88000,245.0,5,Automático,True,A Coruña
LAND-ROVER,Range Rover,7000,Diésel,2002.0,310000,177.0,5,Automático,False,Córdoba
FORD,Focus,1650,Diésel,2003.0,202683,100.0,3,Manual,True,Valencia
FIAT,Doblò Cargo,6300,Diésel,2016.0,85230,90.0,3,Manual,True,Madrid
BMW,X1,26500,Diésel,2018.0,40213,150.0,5,Automático,True,Barcelona
JAGUAR,Serie XK,36500,Gasolina,2009.0,89000,298.0,3,Automático,True,Barcelona
MERCEDES-BENZ,Clase SLK,25985,Gasolina,2013.0,38114,204.0,2,Automático,True,Barcelona
SKODA,Spaceback,7490,Diésel,2013.0,155200,105.0,5,Manual,True,Madrid
NISSAN,XTRAIL,24000,Diésel,2018.0,28750,130.0,5,Manual,True,Valencia
OPEL,Astra,7900,Diésel,2015.0,153700,136.0,5,Manual,True,Cantabria
BMW,Serie 7,103900,Híbrido enchufable,2020.0,2900,394.0,4,Automático,True,Barcelona
MERCEDES-BENZ,Clase CLA,22500,Diésel,2014.0,69000,136.0,4,Manual,False,Las Palmas
TOYOTA,Corolla,26100,Híbrido,2020.0,7000,180.0,5,Automático,True,A Coruña
SUZUKI,Jimny,26990,Gasolina,2019.0,3924,102.0,3,Manual,True,Barcelona
HONDA,Civic,17890,Gasolina,2017.0,71420,129.0,5,Manual,True,Madrid
VOLKSWAGEN,Touareg,23500,Diésel,2012.0,115000,245.0,5,Automático,False,Barcelona
MINI,MINI,5800,Gasolina,2007.0,100000,90.0,3,Manual,True,Granada
RENAULT,19,1500,Gasolina,1994.0,338000,,3,Manual,False,Alicante
KIA,Picanto,7990,Gasolina,2018.0,41000,67.0,5,Manual,True,Barcelona
RENAULT,Clio,6300,Gasolina,2013.0,90000,75.0,5,Manual,True,Las Palmas
AUDI,A5,12450,Gasolina,2010.0,152000,,5,Manual,False,La Rioja
OPEL,Corsa,3950,Diésel,2007.0,155000,75.0,5,Manual,True,Valencia
OPEL,Adam,8990,Gasolina,2016.0,83000,70.0,3,Manual,True,Valencia
FORD,Focus,24200,Diésel,2019.0,8166,120.0,5,Manual,True,Madrid
LEXUS,RX,21500,Híbrido,2011.0,138000,299.0,5,Automático,True,Barcelona
AUDI,A6,149900,Gasolina,2020.0,50,600.0,5,Automático,True,Valencia
OPEL,Insignia,5500,Diésel,2009.0,150000,,5,Manual,False,Cádiz
OPEL,Corsa,15500,Diésel,2020.0,0,102.0,5,Manual,True,Madrid
SEAT,León,15950,Gasolina,2019.0,25014,115.0,5,Manual,True,Baleares
AUDI,A4,15900,Diésel,2015.0,181000,150.0,4,Manual,True,Guipúzcoa
DACIA,Sandero,7500,Gasolina,2018.0,44229,75.0,5,Manual,True,Barcelona
SKODA,Fabia,8900,Diésel,2017.0,95569,75.0,5,Manual,True,Sevilla
BMW,Serie 1,14999,Diésel,2017.0,108570,116.0,5,Manual,True,Albacete
BMW,Serie 3,24990,Gasolina,2012.0,182000,306.0,2,Automático,True,Tarragona
OPEL,Corsa,3980,Diésel,2007.0,137000,75.0,5,Manual,True,Girona
MERCEDES-BENZ,Clase A,33500,Diésel,2020.0,3500,116.0,4,Automático,True,Toledo
LAND-ROVER,Range Rover Evoque,16990,Diésel,2012.0,178000,150.0,5,Manual,True,Zaragoza
AUDI,A6,14800,Diésel,2013.0,196000,245.0,5,Automático,False,Navarra
SKODA,Octavia,34773,Gasolina,2020.0,0,245.0,5,Automático,True,Madrid
FORD,Fiesta,1500,Diésel,2004.0,205000,,3,Manual,False,Lleida
PEUGEOT,e2008,35900,Eléctrico,2020.0,1,136.0,5,Automático,True,Tarragona
TOYOTA,Aygo,5499,Gasolina,2016.0,136000,69.0,5,Manual,False,Málaga
VOLKSWAGEN,Golf,6500,Diésel,2010.0,170600,,5,Manual,False,Álava
DS,DS 7 Crossback,41300,Diésel,2020.0,1,180.0,5,Automático,True,Madrid
OPEL,Tigra,3750,Gasolina,2005.0,190000,90.0,2,Manual,True,Madrid
PEUGEOT,208,17600,Gasolina,2020.0,7727,100.0,5,Manual,True,Barcelona
NISSAN,Micra,10985,Gasolina,2017.0,19638,90.0,5,Manual,True,Barcelona
BMW,Serie 3,21000,Diésel,2017.0,70000,190.0,4,Automático,False,Madrid
BMW,Serie 3,8500,Diésel,2008.0,180000,143.0,4,Manual,False,Almería
JEEP,Renegade,15900,Diésel,2017.0,35891,120.0,5,Manual,True,Girona
BMW,X1,26900,Diésel,2018.0,55000,150.0,5,Automático,False,Guipúzcoa
CITROEN,C5,1250,Diésel,2003.0,244000,110.0,5,Manual,False,Ciudad Real
PORSCHE,Cayenne,17980,Gasolina,2008.0,181000,290.0,5,Automático,True,Valencia
SEAT,León,1550,Diésel,2005.0,340000,110.0,5,,False,Sevilla
MINI,MINI,21495,Gasolina,2019.0,25728,136.0,5,Manual,True,Tarragona
NISSAN,XTRAIL,21900,Diésel,2018.0,31767,130.0,5,Manual,True,Valencia
MERCEDES-BENZ,Clase A,29990,Diésel,2020.0,2850,116.0,5,Automático,True,Málaga
VOLKSWAGEN,Golf,25000,Diésel,2018.0,69000,184.0,5,Automático,True,Badajoz
RENAULT,Talisman,17400,Diésel,2016.0,93395,160.0,5,Automático,True,Zaragoza
AUDI,Q7,11000,Diésel,2007.0,200000,233.0,5,Automático,True,Madrid
FIAT,500,13950,Híbrido,2020.0,1200,70.0,3,Manual,True,León
RENAULT,Captur,22900,Gasolina,2020.0,13100,150.0,5,Automático,True,Granada
BMW,Serie 3,2000,Diésel,2000.0,220000,,5,Manual,False,Málaga
VOLKSWAGEN,Jetta,4500,Diésel,2006.0,205000,140.0,4,Manual,False,Albacete
LAND-ROVER,Range Rover Sport,27900,Diésel,2014.0,249000,292.0,5,Automático,True,Madrid
RENAULT,Scénic,3500,Diésel,2007.0,180000,,5,Manual,False,Alicante
PEUGEOT,206 SW,1200,Gasolina,2004.0,240000,,5,Manual,False,Tenerife
FORD,Focus,900,Diésel,2003.0,19900,,3,Manual,False,Lleida
PEUGEOT,308,8900,Diésel,2017.0,110000,100.0,5,Manual,True,Murcia
PEUGEOT,2008,13740,Gasolina,2016.0,1,82.0,5,Manual,True,Barcelona
BMW,X6,22000,Diésel,2010.0,214000,,5,Automático,False,Granada
OPEL,Vectra,1990,Diésel,2003.0,200000,125.0,5,Manual,True,Valencia
KIA,Stonic,16790,Gasolina,2019.0,11000,100.0,5,Manual,True,Ávila
PEUGEOT,407 SW,2999,Diésel,2009.0,236000,136.0,5,Manual,True,Madrid
CITROEN,Grand C4 Spacetourer,24250,Diésel,2020.0,1,131.0,5,Manual,True,Burgos
MINI,MINI,18500,Diésel,2019.0,17200,95.0,3,Manual,False,Córdoba
CHRYSLER,Neon,750,Gasolina,2001.0,180000,115.0,4,Manual,False,Pontevedra
PORSCHE,718,71000,Gasolina,2018.0,28000,350.0,3,Automático,True,Girona
BMW,X6,54900,Diésel,2019.0,47790,258.0,5,Automático,False,Alicante
AUDI,A6,7000,Diésel,2005.0,251000,225.0,4,Manual,False,Madrid
MERCEDES-BENZ,220,7500,Diésel,2007.0,230000,,4,Manual,False,Guadalajara
LAND-ROVER,Range Rover Sport,49800,Diésel,2017.0,64000,306.0,5,Automático,True,Zamora
BMW,Serie 2 Active Tourer,17800,Diésel,2016.0,54933,150.0,5,Automático,True,Zaragoza
VOLKSWAGEN,Golf,22990,Diésel,2019.0,34000,115.0,5,Automático,True,Alicante
NISSAN,QASHQAI,12500,Diésel,2016.0,88000,110.0,5,Manual,True,Castellón
PEUGEOT,3008,11499,Híbrido,2012.0,84900,200.0,5,Automático,False,Granada
VOLKSWAGEN,Touran,15900,Diésel,2017.0,94324,115.0,5,Manual,True,Madrid
PEUGEOT,208,6490,Diésel,2013.0,146000,92.0,5,Manual,True,Valencia
TOYOTA,Auris,9990,Diésel,2014.0,104999,124.0,5,Manual,True,Madrid
CITROEN,Xsara,2000,Gasolina,2001.0,138500,,5,Manual,False,Burgos
SKODA,Superb,13990,Diésel,2018.0,135513,150.0,5,Automático,True,Sevilla
JEEP,Renegade,18000,Diésel,2019.0,40000,120.0,5,Manual,True,Barcelona
SEAT,León,1300,Gasolina,2002.0,487000,105.0,5,Manual,False,Madrid
OPEL,Vectra,1500,Diésel,1999.0,126000,100.0,4,Manual,False,Jaén
FIAT,Bravo,500,Gasolina,1999.0,115000,103.0,3,Manual,False,Barcelona
PEUGEOT,407,2000,Diésel,2005.0,254000,,5,Manual,False,Jaén
MERCEDES-BENZ,Clase C,11000,Diésel,2008.0,144000,170.0,4,Automático,False,Lleida
FORD,Galaxy,21900,Gasolina,2016.0,105000,240.0,5,Automático,True,Valencia
JEEP,Grand Cherokee,24990,Diésel,2013.0,123570,250.0,5,Automático,True,Valencia
HONDA,HRV,3700,Gasolina,2001.0,218000,105.0,5,Manual,True,Barcelona
PORSCHE,Cayman,26500,Gasolina,2008.0,110000,295.0,3,Manual,False,Albacete
BMW,Serie 3,8300,Diésel,2008.0,340000,,3,Automático,False,Valencia
SKODA,Octavia,1100,Diésel,1999.0,32000,,5,Manual,False,Girona
MERCEDES-BENZ,Clase C,9500,Diésel,2007.0,254000,150.0,4,Automático,False,Alicante
LANCIA,Voyager,15900,Diésel,2014.0,141000,178.0,5,Automático,False,Madrid
VOLKSWAGEN,New Beetle,4500,Gasolina,2006.0,101000,102.0,3,Manual,False,Madrid
MINI,MINI,15900,Gasolina,2017.0,20171,102.0,3,Manual,True,Vizcaya
BMW,X6,45900,Diésel,2015.0,66000,258.0,5,Automático,True,Navarra
HYUNDAI,IONIQ,21775,Híbrido,2019.0,5070,141.0,5,Automático,True,Madrid
RENAULT,Captur,16300,Gasolina,2019.0,20935,90.0,5,Manual,True,Vizcaya
MERCEDES-BENZ,Clase E,7999,Diésel,2007.0,250000,170.0,4,Manual,True,Alicante
OPEL,Corsa,5800,Gasolina,2012.0,76999,85.0,5,Manual,True,Málaga
AUDI,A6,26000,Diésel,2014.0,112500,204.0,5,Automático,True,A Coruña
HYUNDAI,i20,13700,Gasolina,2020.0,30,100.0,5,Manual,True,Madrid
BMW,Serie 3,15900,Diésel,2014.0,126000,143.0,4,Manual,True,Alicante
MAZDA,Mazda5,3600,Diésel,2007.0,250500,143.0,5,Manual,False,Barcelona
MERCEDES-BENZ,CLA,47700,Híbrido enchufable,2020.0,1,218.0,4,Automático,True,Madrid
IVECO,Daily,7000,Diésel,2013.0,470000,146.0,4,Manual,False,Córdoba
BMW,Serie 5,23850,Diésel,2016.0,75000,190.0,4,Automático,True,Valencia
SEAT,Ateca,18600,Diésel,2016.0,80568,150.0,5,Manual,True,Madrid
RENAULT,Scénic,995,Diésel,2000.0,320000,,5,Manual,False,Cantabria
PEUGEOT,3008,29650,Gasolina,2020.0,6550,130.0,5,Automático,True,Asturias
HYUNDAI,i10,10500,Gasolina,2019.0,13279,66.0,5,Manual,True,Zaragoza
MERCEDES-BENZ,Clase E,3000,Diésel,2003.0,237000,,5,Automático,False,A Coruña
RENAULT,Mégane,9800,Gasolina,2016.0,92536,115.0,5,Manual,True,Albacete
MERCEDES-BENZ,GLA,49995,Híbrido enchufable,2020.0,1,218.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase A,3300,Diésel,2003.0,170000,95.0,5,Automático,False,Barcelona
PEUGEOT,407 SW,3000,Diésel,2009.0,250000,,5,Manual,False,Madrid
PEUGEOT,308,17700,Gasolina,2019.0,2053,130.0,5,Manual,True,Sevilla
MERCEDES-BENZ,Clase A,20499,Diésel,2016.0,138000,177.0,5,Automático,True,Alicante
BMW,X5,36990,Diésel,2015.0,99999,313.0,5,Automático,True,Sevilla
FORD,Fiesta,7795,Gasolina,2016.0,57000,82.0,5,Manual,True,Barcelona
PEUGEOT,Expert,2700,Diésel,2005.0,200000,110.0,4,Manual,True,Badajoz
RENAULT,Mégane,2500,Gasolina,2004.0,193000,115.0,4,Manual,True,Zaragoza
BMW,Serie 3,2750,Diésel,2002.0,365000,,5,Manual,False,A Coruña
NISSAN,LEAF,9990,Eléctrico,2016.0,30047,109.0,5,Automático,True,Madrid
KIA,ceed,18500,Diésel,2019.0,31227,136.0,5,Manual,True,Málaga
FORD,Focus,2500,Gasolina,2005.0,155000,100.0,5,Manual,False,Las Palmas
VOLKSWAGEN,Passat,17900,Gasolina,2015.0,37325,150.0,4,Manual,True,Burgos
AUDI,A4,4900,Diésel,2005.0,344000,163.0,2,Manual,True,Barcelona
SEAT,Ibiza,14790,Gasolina,2018.0,40584,115.0,5,Automático,True,Madrid
BMW,Z4,11500,Gasolina,2003.0,132000,170.0,2,Manual,False,Valencia
SUZUKI,Ignis,14300,Híbrido,2020.0,2,90.0,5,Manual,True,Madrid
MITSUBISHI,ASX,8950,Diésel,2012.0,239000,150.0,5,Manual,True,Madrid
RENAULT,Zoe,15990,Eléctrico,2017.0,43900,92.0,5,Automático,True,Madrid
MERCEDES-BENZ,Clase B,29900,Diésel,2020.0,15000,150.0,5,Manual,True,Alicante
BMW,X3,15000,Diésel,2011.0,175000,177.0,5,Manual,False,Asturias
OPEL,Zafira,3800,Diésel,2005.0,190000,150.0,5,Manual,False,Madrid
AUDI,A3,16300,Diésel,2017.0,117604,150.0,5,Manual,True,Madrid
FIAT,Scudo,13000,Diésel,2014.0,131700,128.0,5,Manual,False,Barcelona
BMW,Serie 5,25000,Diésel,2012.0,175000,313.0,4,Automático,True,Zaragoza
HYUNDAI,i30,18600,Gasolina,2021.0,0,120.0,5,Manual,True,Palencia
CHRYSLER,Sebring,3500,Gasolina,2002.0,265000,141.0,2,Automático,False,Barcelona
SEAT,León,18990,Gasolina,2019.0,22356,150.0,5,Automático,True,Barcelona
OPEL,Zafira,2850,Diésel,2006.0,60000,,5,Manual,False,Barcelona
MERCEDES-BENZ,300,850,Diésel,1989.0,280000,,5,Automático,False,Almería
CITROEN,C1,10900,Gasolina,2018.0,17866,72.0,5,Manual,True,Guipúzcoa
SEAT,ALTEA,5999,Diésel,2012.0,158000,105.0,5,Manual,True,Barcelona
CITROEN,Jumper,26760,Diésel,2020.0,2,165.0,4,Manual,True,Asturias
AUDI,A4,27300,Diésel,2017.0,32500,190.0,4,Automático,True,Madrid
AUDI,A4,11190,Diésel,2011.0,123839,136.0,5,Manual,True,Barcelona
HYUNDAI,ix35,7000,Diésel,2010.0,200000,,5,Manual,False,Sevilla
BMW,Serie 5,6500,,2007.0,211000,,5,Automático,False,Madrid
KIA,Niro PHEV,29500,Híbrido enchufable,2020.0,5,141.0,5,Automático,True,Córdoba
FORD,Focus,19210,Diésel,2019.0,8959,120.0,5,Manual,True,Málaga
OPEL,Corsa,2500,Gasolina,2007.0,115000,,3,Manual,False,Huelva
FORD,CMax,12900,Gasolina,2018.0,37000,125.0,5,Manual,True,Córdoba
TOYOTA,Yaris,8800,Gasolina,2016.0,8537,69.0,5,Manual,True,Málaga
CHRYSLER,Neon,1200,Gasolina,2003.0,250000,,5,Manual,False,Córdoba
OPEL,Insignia,4600,Diésel,2011.0,250500,,5,Automático,False,Toledo
MERCEDES-BENZ,Clase CL,10000,Gasolina,2001.0,160000,,3,Automático,False,Castellón
CITROEN,C4 Cactus,14500,Gasolina,2019.0,24031,110.0,5,Manual,True,Barcelona
MERCEDES-BENZ,Clase GLA,22500,Diésel,2016.0,58000,136.0,5,Automático,False,Lleida
VOLVO,XC60,41400,Gasolina,2020.0,8,190.0,5,Automático,True,Vizcaya
PORSCHE,Cayenne,32000,Gasolina,2011.0,120000,400.0,5,Automático,True,Madrid
LAND-ROVER,Range Rover Evoque,49800,Diésel,2019.0,10,150.0,5,Automático,True,A Coruña
AUDI,A4,18290,Diésel,2016.0,102329,150.0,5,Automático,True,Madrid
AUDI,A3,4500,Diésel,2004.0,256000,140.0,3,Automático,False,Madrid
MERCEDES-BENZ,Clase V,44000,Diésel,2017.0,135000,204.0,5,Automático,True,Madrid
RENAULT,Mégane,11690,Diésel,2016.0,59919,110.0,5,Manual,True,Madrid
OPEL,Meriva,800,Gasolina,2005.0,146000,,5,Manual,False,Tenerife
BMW,Serie 3,28900,Diésel,2019.0,16692,190.0,4,Automático,True,Madrid
CITROEN,Grand C4 Picasso,5400,Diésel,2007.0,143000,138.0,5,Automático,False,Guipúzcoa
BMW,Serie 5,5000,Gasolina,2004.0,151000,170.0,4,Manual,False,Madrid
KIA,Cerato,2000,Diésel,2005.0,200000,,5,Manual,False,Cádiz
VOLKSWAGEN,Passat,2500,Diésel,2001.0,188655,,5,Manual,False,Badajoz
VOLKSWAGEN,Golf,19500,Híbrido enchufable,2017.0,109000,204.0,5,Automático,True,Madrid
PEUGEOT,2008,16380,Diésel,2019.0,14818,100.0,5,Manual,True,Madrid
LAND-ROVER,Range Rover Sport,41900,Diésel,2015.0,65000,258.0,5,Automático,True,Barcelona
RENAULT,Captur,11990,Diésel,2016.0,125000,90.0,5,Automático,True,Madrid
SEAT,Ibiza,3400,Diésel,2008.0,200000,,5,Manual,False,Málaga
VOLKSWAGEN,Touran,13900,Diésel,2013.0,85000,105.0,5,Manual,True,Asturias
MERCEDES-BENZ,Clase E,34500,Diésel,2016.0,109000,258.0,4,Automático,True,Madrid
MERCEDES-BENZ,Clase C,24999,Diésel,2017.0,145000,170.0,4,Automático,False,Sevilla
VOLKSWAGEN,Passat,6999,Diésel,2014.0,235000,,5,Manual,False,Sevilla
MERCEDES-BENZ,Clase B,3500,Gasolina,2006.0,199000,,5,Automático,False,Sevilla
GALLOPER,Exceed,4599,Diésel,1999.0,204000,105.0,3,Manual,False,La Rioja
AUDI,A6,1250,Diésel,2000.0,300000,,5,Manual,False,Valencia
FORD,Fiesta,6990,Diésel,2015.0,104440,75.0,5,Manual,True,Zaragoza
AUDI,RS Q3,34990,Gasolina,2015.0,45000,340.0,5,Automático,True,Las Palmas
RENAULT,Mégane,17990,Gasolina,2016.0,95000,275.0,3,Manual,True,Zaragoza
BMW,Serie 1,21400,Diésel,2019.0,17000,116.0,5,Manual,True,Pontevedra
PEUGEOT,5008,26690,Diésel,2020.0,1,130.0,5,Manual,True,Madrid
MERCEDES-BENZ,Clase CLA,25850,Diésel,2018.0,98000,136.0,5,Automático,False,Córdoba
BMW,Serie 2 Gran Tourer,19900,Diésel,2017.0,40000,150.0,5,Automático,True,Madrid
FORD,Fiesta,16450,Híbrido,2020.0,1,125.0,5,Manual,True,Madrid
SEAT,Córdoba,1599,Diésel,2002.0,285000,,3,Manual,False,Orense
BMW,Serie 4,56900,Gasolina,2017.0,42000,431.0,2,Automático,True,Burgos
TOYOTA,Rav4,15900,Diésel,2015.0,81000,124.0,5,Manual,True,Valencia
FORD,KA,2990,Gasolina,2011.0,197162,69.0,3,Manual,True,Albacete
AUDI,A1,11999,Gasolina,2018.0,49000,95.0,5,Manual,True,Las Palmas
OPEL,Astra,8490,Diésel,2013.0,99014,130.0,5,Manual,True,Madrid
CITROEN,Berlingo,999,Diésel,2001.0,300000,,5,Manual,False,Pontevedra
MERCEDES-BENZ,Vito,29650,Diésel,2019.0,38270,136.0,4,Automático,True,Alicante
TOYOTA,Hilux,19500,Diésel,2016.0,123000,144.0,4,Manual,True,Córdoba
AUDI,A4,9850,Gasolina,2010.0,217000,211.0,5,Automático,False,Barcelona
MERCEDES-BENZ,Clase E,1590,Diésel,1995.0,351000,136.0,4,Manual,False,Alicante
BMW,Serie 1,5600,Diésel,2010.0,245000,143.0,5,Manual,False,Barcelona
VOLKSWAGEN,Golf,17900,Gasolina,2019.0,25370,130.0,5,Manual,True,Málaga
CITROEN,Saxo,500,Diésel,1998.0,250000,,2,Manual,False,Pontevedra
RENAULT,Grand Scénic,18990,Diésel,2018.0,47000,110.0,5,Manual,True,Valencia
MERCEDES-BENZ,Clase GLA,35000,Gasolina,2016.0,47322,381.0,5,Automático,True,Madrid
RENAULT,Laguna,1850,Diésel,2002.0,153000,,5,Manual,False,Tenerife
TOYOTA,Auris,12900,Híbrido,2016.0,172000,136.0,5,Automático,True,Cantabria
FORD,Kuga,20490,Diésel,2017.0,56000,150.0,5,Manual,True,Girona
VOLKSWAGEN,Golf,16500,Gasolina,2019.0,25641,115.0,5,Manual,True,Valencia
CITROEN,Grand C4 Picasso,7499,Diésel,2013.0,110000,112.0,5,Manual,True,Asturias
VOLKSWAGEN,Passat,2000,Diésel,2000.0,329837,,5,Manual,False,Navarra
AUDI,A1,13799,Diésel,2017.0,65000,116.0,5,,False,Barcelona
JAGUAR,Serie XJ,12900,Gasolina,2003.0,179000,240.0,4,Automático,True,Málaga
MINI,Countryman,27499,Diésel,2017.0,16300,150.0,5,Automático,True,Valencia
FORD,Kuga,15899,Diésel,2017.0,96209,120.0,5,Manual,True,Madrid
MERCEDES-BENZ,Clase GLC,41500,Gasolina,2018.0,37600,211.0,5,Automático,False,Málaga
AUDI,A3,12998,Diésel,2012.0,135000,170.0,5,Manual,False,Lleida
BMW,Serie 3,18300,Diésel,2016.0,33974,116.0,4,Manual,True,Valencia
PEUGEOT,Partner,4395,Diésel,2013.0,123400,75.0,3,Manual,True,Madrid
HONDA,CRV,13900,Diésel,2010.0,158470,150.0,5,Automático,False,Valencia
VOLVO,V90,39900,Diésel,2019.0,21500,190.0,5,Automático,True,Barcelona
BMW,Serie 5,17900,Gasolina,2010.0,195000,306.0,5,Automático,True,Asturias
RENAULT,Clio,4999,Diésel,2016.0,188000,90.0,5,Manual,True,Las Palmas
MINI,MINI,4000,Gasolina,2003.0,150000,90.0,3,Automático,False,Almería
MERCEDES-BENZ,GLC Coupé,54500,Diésel,2019.0,29169,204.0,5,Automático,True,Sevilla
FORD,Focus,1050,Diésel,2004.0,312000,,5,Manual,False,Murcia
VOLKSWAGEN,Polo,10500,Gasolina,2012.0,140000,,3,Automático,False,Las Palmas
SKODA,Octavia,7990,Diésel,2009.0,190800,170.0,5,Manual,True,Barcelona
NISSAN,Vanette Cargo,575,Diésel,1998.0,265000,,5,Manual,False,Málaga
BMW,Serie 3,5300,Diésel,2006.0,216000,122.0,4,Manual,False,Cádiz
CITROEN,C4 Picasso,10500,Diésel,2015.0,129999,92.0,5,Manual,True,Málaga
VOLKSWAGEN,Passat,13800,Diésel,2016.0,139000,120.0,5,Manual,True,Toledo
MERCEDES-BENZ,Clase R,9990,Diésel,2006.0,244800,224.0,5,Automático,True,A Coruña
SMART,forfour,9490,Gasolina,2015.0,57371,71.0,5,Manual,True,Sevilla
PEUGEOT,208,9500,Diésel,2016.0,79000,75.0,5,Manual,True,Murcia
SKODA,Superb,1100,Diésel,2003.0,300000,,5,Manual,False,La Rioja
FORD,Tourneo Courier,10700,Diésel,2018.0,46144,100.0,5,Manual,True,Madrid
FIAT,Tipo,8490,Gas licuado (GLP),2018.0,122415,120.0,5,Manual,True,Madrid
BMW,Serie 5,49900,Gasolina,2017.0,46400,340.0,4,Automático,True,Málaga
MERCEDES-BENZ,Clase S,4000,Diésel,2001.0,222320,197.0,4,Automático,False,Albacete
MERCEDES-BENZ,Clase C,25500,Diésel,2014.0,100019,170.0,4,Automático,True,Pontevedra
MITSUBISHI,L200,8250,Diésel,2003.0,107000,115.0,4,Manual,False,Alicante
PEUGEOT,307,1600,Diésel,2004.0,190000,90.0,3,Manual,False,Madrid
FORD,Fusion,3950,Diésel,2010.0,134895,,5,Manual,False,Madrid
AUDI,Q5,19000,Diésel,2015.0,218000,150.0,5,Manual,False,Badajoz
OPEL,Astra,8999,Diésel,2016.0,129403,110.0,5,Manual,True,Badajoz
OPEL,Corsa,1999,Diésel,2008.0,224000,,5,Manual,False,Huelva
RENAULT,Mégane,3800,Diésel,2009.0,143000,,5,Manual,False,Tenerife
OPEL,Adam,7490,Gasolina,2015.0,167272,100.0,3,Manual,True,Barcelona
VOLKSWAGEN,Golf Plus,5999,Diésel,2006.0,182000,140.0,5,Automático,True,Alicante
JAGUAR,XF,16990,Diésel,2014.0,99900,200.0,4,Automático,True,Valencia
PEUGEOT,206,2200,Diésel,2006.0,200000,70.0,5,Manual,False,Madrid
RENAULT,Clio,8500,Diésel,2015.0,77200,90.0,5,Manual,True,Alicante
PORSCHE,Panamera,43900,Gasolina,2011.0,129000,500.0,5,Automático,True,Málaga
MERCEDES-BENZ,Clase M,7990,Diésel,2006.0,329670,190.0,5,Automático,True,Sevilla
MITSUBISHI,Space Star,8990,Gasolina,2018.0,77570,80.0,5,Manual,True,Madrid
DAIHATSU,Terios,3500,Gasolina,2000.0,137000,83.0,5,Manual,True,Granada
BMW,Serie 5,7999,Diésel,2004.0,240000,163.0,4,Manual,False,Granada
HYUNDAI,Elantra,9500,Gasolina,2015.0,105000,132.0,4,Manual,True,Barcelona
VOLKSWAGEN,Caddy,11500,Diésel,2017.0,59923,75.0,4,Manual,True,Guadalajara
MERCEDES-BENZ,Clase S,87900,Diésel,2020.0,0,286.0,4,Automático,True,Sevilla
VOLKSWAGEN,Tiguan,19900,Diésel,2016.0,72983,150.0,5,Manual,True,Barcelona
RENAULT,Mégane,8490,Diésel,2016.0,148648,90.0,5,Manual,True,Jaén
SEAT,Tarraco,27500,Gasolina,2019.0,17420,150.0,5,Manual,True,Barcelona
CITROEN,C4,6900,Diésel,2014.0,146450,114.0,5,Manual,False,Madrid
AUDI,A4,20699,Diésel,2016.0,59051,150.0,5,Automático,True,Sevilla
CITROEN,Xsara,400,Diésel,2002.0,404000,,5,Manual,False,Pontevedra
ABARTH,500,22800,Gasolina,2020.0,1,165.0,3,Automático,True,Pontevedra
PEUGEOT,2008,11290,Gasolina,2016.0,8624,82.0,5,Manual,True,Madrid
FORD,Transit,1650,Diésel,2000.0,265000,,5,Manual,False,Badajoz
HYUNDAI,ix35,14990,Diésel,2015.0,66600,115.0,5,Manual,True,Sevilla
VOLKSWAGEN,Scirocco,14000,Diésel,2012.0,150400,140.0,3,Automático,True,Sevilla
OPEL,Meriva,6500,Gasolina,2011.0,130000,120.0,5,Manual,True,Cantabria
CITROEN,C2,1700,Gasolina,2005.0,185000,,3,Manual,False,Guipúzcoa
VOLKSWAGEN,Touareg,30950,Diésel,2014.0,169000,340.0,5,Automático,True,Toledo
OPEL,Astra,3800,Gasolina,2007.0,184,,3,Manual,False,Barcelona
FIAT,Punto,7490,Gasolina,2016.0,70791,69.0,5,Manual,True,Madrid
VOLKSWAGEN,Golf,30990,Gasolina,2019.0,30000,245.0,5,Automático,True,Lleida
BMW,Serie 3,17100,Gasolina,2009.0,108000,306.0,2,Automático,False,Tarragona
BMW,Serie 5,5999,Diésel,2008.0,320000,177.0,4,Automático,True,Toledo
RENAULT,Mégane,700,Diésel,2002.0,230000,,5,Manual,False,Sevilla
NISSAN,JUKE,14990,Gasolina,2019.0,30641,112.0,5,Manual,True,Albacete
FORD,Mondeo,10499,Diésel,2016.0,170000,120.0,5,Manual,True,Sevilla
OPEL,Corsa,4300,Gasolina,2009.0,222000,90.0,5,Automático,False,Málaga
TOYOTA,Avensis,15900,Diésel,2015.0,108000,150.0,5,Manual,True,Teruel
FORD,Focus,2950,Diésel,2008.0,187000,115.0,5,Manual,False,Madrid
SEAT,León,500,Diésel,2003.0,298000,,5,Manual,False,Madrid
HYUNDAI,TUCSON,17900,Diésel,2017.0,128000,141.0,5,Automático,False,Madrid
RENAULT,Trafic,12500,Diésel,2016.0,120000,120.0,4,Manual,True,Salamanca
MERCEDES-BENZ,Clase GLC,37990,Diésel,2016.0,80000,204.0,5,Automático,True,Vizcaya
